3.2533E-02,6.5066E-07
3.2535E-02,6.5070E-07
3.2572E-02,6.5145E-07
3.2824E-02,6.5648E-07
3.2986E-02,6.5972E-07
3.3008E-02,6.6016E-07
3.3083E-02,6.6165E-07
3.3101E-02,6.6203E-07
3.3114E-02,6.6229E-07
3.3114E-02,6.6229E-07
3.3155E-02,6.6311E-07
3.3161E-02,6.6322E-07
3.3356E-02,6.6713E-07
3.3366E-02,6.6732E-07
3.3396E-02,6.6791E-07
3.3405E-02,6.6810E-07
3.3414E-02,6.6828E-07
3.3494E-02,6.6989E-07
3.3513E-02,6.7026E-07
3.3571E-02,6.7141E-07
3.3627E-02,6.7253E-07
3.3761E-02,6.7521E-07
3.3777E-02,6.7555E-07
3.3822E-02,6.7644E-07
3.3835E-02,6.7670E-07
3.3908E-02,6.7816E-07
3.3925E-02,6.7849E-07
3.3926E-02,6.7853E-07
3.3932E-02,6.7864E-07
3.3980E-02,6.7961E-07
3.4089E-02,6.8177E-07
3.4139E-02,6.8278E-07
3.4154E-02,6.8307E-07
3.4172E-02,6.8345E-07
3.4232E-02,6.8464E-07
3.4280E-02,6.8561E-07
3.4305E-02,6.8609E-07
3.4312E-02,6.8624E-07
3.4327E-02,6.8654E-07
3.4375E-02,6.8751E-07
3.4390E-02,6.8781E-07
3.4416E-02,6.8833E-07
3.4424E-02,6.8848E-07
3.4431E-02,6.8862E-07
3.4474E-02,6.8948E-07
3.4597E-02,6.9194E-07
3.4614E-02,6.9228E-07
3.4629E-02,6.9257E-07
3.4679E-02,6.9358E-07
3.4804E-02,6.9608E-07
3.4815E-02,6.9630E-07
3.4848E-02,6.9697E-07
3.4934E-02,6.9868E-07
3.4979E-02,6.9958E-07
3.5033E-02,7.0066E-07
3.5119E-02,7.0237E-07
3.5124E-02,7.0248E-07
3.5150E-02,7.0300E-07
3.5154E-02,7.0308E-07
3.5240E-02,7.0479E-07
3.5407E-02,7.0815E-07
3.5411E-02,7.0822E-07
3.5420E-02,7.0841E-07
3.5448E-02,7.0896E-07
3.5508E-02,7.1016E-07
3.5519E-02,7.1038E-07
3.5625E-02,7.1250E-07
3.5631E-02,7.1262E-07
3.5649E-02,7.1299E-07
3.5670E-02,7.1340E-07
3.5685E-02,7.1370E-07
3.5689E-02,7.1377E-07
3.5770E-02,7.1541E-07
3.5936E-02,7.1873E-07
3.5953E-02,7.1906E-07
3.6039E-02,7.2077E-07
3.6111E-02,7.2223E-07
3.6115E-02,7.2230E-07
3.6272E-02,7.2543E-07
3.6322E-02,7.2644E-07
3.6394E-02,7.2789E-07
3.6443E-02,7.2886E-07
3.6448E-02,7.2897E-07
3.6538E-02,7.3076E-07
3.6665E-02,7.3329E-07
3.6717E-02,7.3433E-07
3.6821E-02,7.3642E-07
3.6912E-02,7.3825E-07
3.6977E-02,7.3955E-07
