2.8458E-02,5.6915E-07
2.8543E-02,5.7087E-07
2.8692E-02,5.7385E-07
2.8748E-02,5.7496E-07
2.8843E-02,5.7686E-07
2.8890E-02,5.7779E-07
2.9065E-02,5.8130E-07
2.9069E-02,5.8137E-07
2.9093E-02,5.8186E-07
2.9154E-02,5.8308E-07
2.9350E-02,5.8700E-07
2.9361E-02,5.8722E-07
2.9534E-02,5.9068E-07
2.9573E-02,5.9147E-07
2.9609E-02,5.9217E-07
2.9689E-02,5.9378E-07
2.9711E-02,5.9422E-07
2.9719E-02,5.9437E-07
2.9748E-02,5.9497E-07
2.9802E-02,5.9605E-07
2.9862E-02,5.9724E-07
2.9925E-02,5.9851E-07
2.9979E-02,5.9959E-07
2.9989E-02,5.9977E-07
3.0026E-02,6.0052E-07
3.0035E-02,6.0071E-07
3.0059E-02,6.0119E-07
3.0065E-02,6.0130E-07
3.0078E-02,6.0156E-07
3.0082E-02,6.0164E-07
3.0195E-02,6.0391E-07
3.0311E-02,6.0622E-07
3.0352E-02,6.0704E-07
3.0369E-02,6.0737E-07
3.0371E-02,6.0741E-07
3.0486E-02,6.0972E-07
3.0581E-02,6.1162E-07
3.0631E-02,6.1263E-07
3.0639E-02,6.1278E-07
3.0672E-02,6.1345E-07
3.0685E-02,6.1371E-07
3.0687E-02,6.1375E-07
3.0833E-02,6.1665E-07
3.0892E-02,6.1784E-07
3.0916E-02,6.1833E-07
3.0963E-02,6.1926E-07
3.1023E-02,6.2045E-07
3.1026E-02,6.2053E-07
3.1132E-02,6.2265E-07
3.1160E-02,6.2321E-07
3.1175E-02,6.2351E-07
3.1261E-02,6.2522E-07
3.1268E-02,6.2537E-07
3.1276E-02,6.2552E-07
3.1336E-02,6.2671E-07
3.1337E-02,6.2675E-07
3.1376E-02,6.2753E-07
3.1380E-02,6.2760E-07
3.1425E-02,6.2850E-07
3.1427E-02,6.2854E-07
3.1518E-02,6.3036E-07
3.1531E-02,6.3062E-07
3.1594E-02,6.3189E-07
3.1654E-02,6.3308E-07
3.1697E-02,6.3394E-07
3.1777E-02,6.3554E-07
3.1846E-02,6.3692E-07
3.1909E-02,6.3818E-07
3.1984E-02,6.3967E-07
3.1991E-02,6.3982E-07
3.2056E-02,6.4113E-07
3.2075E-02,6.4150E-07
3.2092E-02,6.4184E-07
3.2174E-02,6.4347E-07
3.2189E-02,6.4377E-07
3.2209E-02,6.4418E-07
3.2248E-02,6.4496E-07
3.2302E-02,6.4604E-07
3.2393E-02,6.4787E-07
3.2397E-02,6.4794E-07
3.2572E-02,6.5145E-07
3.2617E-02,6.5234E-07
3.2654E-02,6.5309E-07
3.2675E-02,6.5350E-07
3.2675E-02,6.5350E-07
3.2675E-02,6.5350E-07
3.2695E-02,6.5390E-07
3.2766E-02,6.5532E-07
3.2777E-02,6.5554E-07
3.2820E-02,6.5640E-07
3.2855E-02,6.5711E-07
3.3072E-02,6.6143E-07
3.3111E-02,6.6221E-07
3.3384E-02,6.6769E-07
3.3386E-02,6.6773E-07
3.3470E-02,6.6940E-07
3.3470E-02,6.6940E-07
3.3554E-02,6.7108E-07
3.3645E-02,6.7290E-07
3.3675E-02,6.7350E-07
3.3688E-02,6.7376E-07
3.3692E-02,6.7384E-07
3.3913E-02,6.7827E-07
3.3925E-02,6.7849E-07
3.3999E-02,6.7998E-07
3.4072E-02,6.8143E-07
3.4083E-02,6.8166E-07
3.4249E-02,6.8497E-07
3.4280E-02,6.8561E-07
3.4286E-02,6.8572E-07
3.4541E-02,6.9082E-07
3.4554E-02,6.9108E-07
3.4565E-02,6.9131E-07
3.4584E-02,6.9168E-07
3.4711E-02,6.9421E-07
3.4783E-02,6.9567E-07
3.4862E-02,6.9723E-07
3.4876E-02,6.9753E-07
3.4919E-02,6.9838E-07
3.4942E-02,6.9883E-07
3.4984E-02,6.9969E-07
3.5016E-02,7.0032E-07
3.5055E-02,7.0110E-07
3.5119E-02,7.0237E-07
3.5273E-02,7.0546E-07
3.5296E-02,7.0591E-07
3.5353E-02,7.0706E-07
3.5357E-02,7.0714E-07
3.5467E-02,7.0934E-07
3.5495E-02,7.0990E-07
3.5540E-02,7.1079E-07
3.5567E-02,7.1135E-07
3.5601E-02,7.1202E-07
3.5612E-02,7.1224E-07
3.5672E-02,7.1344E-07
3.5705E-02,7.1411E-07
3.5716E-02,7.1433E-07
3.5763E-02,7.1526E-07
3.5767E-02,7.1533E-07
3.5856E-02,7.1712E-07
3.5860E-02,7.1720E-07
3.5862E-02,7.1723E-07
3.5873E-02,7.1746E-07
3.5953E-02,7.1906E-07
3.5959E-02,7.1917E-07
3.6193E-02,7.2387E-07
3.6229E-02,7.2457E-07
3.6288E-02,7.2577E-07
3.6301E-02,7.2603E-07
3.6370E-02,7.2740E-07
3.6378E-02,7.2755E-07
3.6407E-02,7.2815E-07
3.6452E-02,7.2904E-07
3.6462E-02,7.2923E-07
3.6463E-02,7.2927E-07
3.6495E-02,7.2990E-07
3.6501E-02,7.3001E-07
3.6506E-02,7.3012E-07
3.6568E-02,7.3135E-07
3.6614E-02,7.3229E-07
3.6624E-02,7.3247E-07
3.6638E-02,7.3277E-07
3.6732E-02,7.3463E-07
3.6806E-02,7.3612E-07
